julian_day,time,wind_speed,solar_radiation,relative_humidity,air_temp,canopy_temp_mean,soil_temp,water_content_mean,water_potential_mean
104,0.729166666666667,5.68,166.7,0.716,15.4,15.1266666666667,8.8,28.88902,-25.3478346669131
104,0.739583333333333,5.23,236,0.727,15.38,16.13,8.8,28.88611075,-25.3478346669131
104,0.75,5.22,258.7,0.722,15.66,16.3383333333333,8.8,28.892899,-25.3478346669131
104,0.760416666666667,4.93,196.7,0.704,15.47,14.8,8.8,28.88998975,-25.3478346669131
104,0.770833333333333,5.67,149.5,0.705,15.28,13.6816666666667,8.8,28.88805025,-25.3478346669131
104,0.78125,4.55,98.8,0.704,14.97,12.4916666666667,8.8,28.89192925,-25.3478346669131
104,0.791666666666667,4.56,43.5,0.709,14.44,11.19,8.8,28.8870805,-25.3450147832178
104,0.802083333333333,3.28,24.1,0.728,13.75,10.2233333333333,8.8,28.88611075,-25.3450147832178
104,0.8125,3.84,15.3,0.72,13.13,9.72666666666667,8.8,28.88417125,-25.34219554875
104,0.822916666666667,4.32,5.6,0.722,12.71,9.59166666666667,8.8,28.88611075,-25.3450147832178
104,0.833333333333333,2.73,0.5,0.737,12.12,9.18,8.8,28.881262,-25.3450147832178
104,0.84375,3.62,0,0.726,11.75,9.25,8.8,28.881262,-25.3478346669131
104,0.854166666666667,3.56,0,0.692,12.37,9.53166666666667,8.8,28.88029225,-25.3478346669131
104,0.864583333333333,2.8,0,0.679,12.45,9.40166666666667,8.8,28.87835275,-25.3450147832178
104,0.875,4.42,0,0.657,12.51,9.47166666666667,8.8,28.881262,-25.3478346669131
104,0.885416666666667,3.98,0,0.663,12.43,9.34833333333333,8.8,28.8832015,-25.3478346669131
